cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8,upf,lowf
1988-05-05,258.790,-0.506,-0.588,-1.601,-0.972,-1.417,1.019,1.002
1988-05-06,257.480,-0.365,-0.506,-1.091,-1.560,-2.444,1.026,1.005
1988-05-09,256.540,0.421,-0.365,-0.869,-2.456,-2.752,1.028,1.007
1988-05-10,257.620,-1.673,0.421,0.054,-1.037,-1.900,1.012,1.008
1988-05-11,253.310,0.213,-1.673,-1.259,-2.118,-3.069,1.028,1.001
1988-05-12,253.850,1.154,0.213,-1.463,-1.410,-2.948,1.022,1.007
1988-05-13,256.780,0.752,1.154,1.370,0.094,-2.365,1.009,1.018
1988-05-16,258.710,-1.283,0.752,1.915,0.423,-0.618,1.006,1.027
1988-05-17,255.390,-1.582,-1.283,-0.541,0.821,-1.314,1.016,1.015
1988-05-18,251.350,0.485,-1.582,-2.845,-0.985,-2.381,1.035,1.005
1988-05-19,252.570,0.178,0.485,-1.104,-1.640,-1.548,1.031,1.012
1988-05-20,253.020,-0.866,0.178,0.664,-2.199,-1.786,1.025,1.016
1988-05-23,250.830,1.068,-0.866,-0.689,-1.786,-0.979,1.020,1.006
1988-05-24,253.510,0.099,1.068,0.194,0.859,-0.134,1.003,1.013
1988-05-25,253.760,0.343,0.099,1.168,0.471,-1.176,1.004,1.012
1988-05-26,254.630,-0.475,0.343,0.442,0.636,-1.577,1.004,1.016
1988-05-27,253.420,3.449,-0.475,-0.134,1.033,-0.771,1.009,1.011
1988-05-31,262.160,1.728,3.449,2.957,3.412,4.301,1.000,1.054
1988-06-01,266.690,-0.510,1.728,5.236,5.095,5.591,1.008,1.078
1988-06-02,265.330,0.422,-0.510,1.209,4.202,4.865,1.023,1.063
1988-06-03,266.450,0.225,0.422,-0.090,5.142,6.227,1.024,1.054
1988-06-06,267.050,-0.704,0.225,0.648,1.865,5.341,1.008,1.019
1988-06-07,265.170,2.395,-0.704,-0.480,-0.570,4.496,1.009,1.002
1988-06-08,271.520,-0.486,2.395,1.674,2.333,6.633,1.001,1.034
1988-06-09,270.200,0.392,-0.486,1.897,1.407,6.621,1.010,1.026
1988-06-10,271.260,0.063,0.392,-0.096,1.576,3.471,1.010,1.027
1988-06-13,271.430,1.057,0.063,0.455,2.361,1.777,1.012,1.024
1988-06-14,274.300,0.055,1.057,1.121,1.024,3.381,1.001,1.020
1988-06-15,274.450,-1.705,0.055,1.113,1.573,3.002,1.005,1.021
1988-06-16,269.770,0.337,-1.705,-1.651,-0.549,1.019,1.023,1.004
1988-06-17,270.680,-0.643,0.337,-1.374,-0.276,2.078,1.019,1.009
1988-06-20,268.940,1.015,-0.643,-0.308,-1.954,-0.950,1.027,1.007
1988-06-21,271.670,1.469,1.015,0.366,-1.013,0.544,1.012,1.016
1988-06-22,275.660,-0.305,1.469,2.499,2.183,1.622,1.001,1.034
1988-06-23,274.820,-0.378,-0.305,1.159,1.529,1.249,1.009,1.028
1988-06-24,273.780,-1.724,-0.378,-0.682,1.800,-0.190,1.015,1.021
1988-06-27,269.060,1.208,-1.724,-2.096,-0.961,-1.964,1.032,1.003
1988-06-28,272.310,-0.488,1.208,-0.537,-1.215,0.942,1.020,1.014
1988-06-29,270.980,0.930,-0.488,0.714,-1.397,0.111,1.019,1.011
1988-06-30,273.500,-0.629,0.930,0.437,-0.102,1.696,1.007,1.019
1988-07-01,271.780,1.483,-0.629,0.295,1.011,0.040,1.010,1.012
1988-07-05,275.810,-1.374,1.483,0.845,1.285,0.054,1.002,1.023
1988-07-06,272.020,-0.088,-1.374,0.088,0.384,-1.019,1.015,1.010
1988-07-07,271.780,-0.648,-0.088,-1.461,-0.629,-0.731,1.016,1.007
1988-07-08,270.020,0.196,-0.648,-0.735,-0.648,0.357,1.022,1.006
1988-07-11,270.550,-0.998,0.196,-0.453,-1.907,-0.646,1.020,1.010
1988-07-12,267.850,0.549,-0.998,-0.804,-1.533,-1.155,1.021,1.001
1988-07-13,269.320,0.349,0.549,-0.455,-0.905,-1.528,1.012,1.008
1988-07-14,270.260,0.662,0.349,0.900,0.089,-0.559,1.005,1.010
1988-07-15,272.050,-0.566,0.662,1.014,0.554,-1.363,1.003,1.018
1988-07-18,270.510,-0.754,-0.566,0.093,0.993,-0.555,1.008,1.012
1988-07-19,268.470,0.570,-0.754,-1.316,-0.316,-1.218,1.015,1.003
1988-07-20,270.000,-1.237,0.570,-0.189,-0.096,-0.007,1.009,1.008
1988-07-21,266.660,-1.185,-1.237,-0.674,-1.981,-1.438,1.025,1.003
1988-07-22,263.500,0.448,-1.185,-2.407,-2.591,-1.624,1.036,1.003
1988-07-25,264.680,0.193,0.448,-0.743,-1.412,-1.723,1.025,1.011
1988-07-26,265.190,-1.014,0.193,0.641,-1.781,-1.876,1.020,1.014
1988-07-27,262.500,1.341,-1.014,-0.824,-1.560,-3.510,1.019,1.003
1988-07-28,266.020,2.255,1.341,0.313,0.956,-1.660,1.003,1.016
1988-07-29,272.020,0.070,2.255,3.627,2.773,1.322,1.002,1.047
1988-08-01,272.210,-0.055,0.070,2.327,2.647,0.819,1.011,1.048
1988-08-02,272.060,0.338,-0.055,0.015,3.642,2.025,1.018,1.043
1988-08-03,272.980,-0.385,0.338,0.283,2.616,3.598,1.012,1.026
1988-08-04,271.930,-0.287,-0.385,-0.048,-0.033,2.739,1.004,1.002
1988-08-05,271.150,-0.431,-0.287,-0.670,-0.389,2.247,1.008,1.001
1988-08-08,269.980,-1.293,-0.431,-0.717,-0.765,2.850,1.014,1.001
1988-08-09,266.490,-1.722,-1.293,-1.719,-2.377,0.177,1.032,1.002
1988-08-10,261.900,0.325,-1.722,-2.993,-3.688,-3.720,1.053,1.004
1988-08-11,262.750,-0.076,0.325,-1.403,-3.098,-3.475,1.042,1.014
1988-08-12,262.550,-1.470,-0.076,0.248,-2.752,-3.496,1.032,1.015
1988-08-15,258.690,0.723,-1.470,-1.545,-2.927,-5.235,1.034,1.005
1988-08-16,260.560,0.081,0.723,-0.758,-0.512,-4.181,1.014,1.009
1988-08-17,260.770,0.100,0.081,0.804,-0.754,-3.828,1.013,1.010
1988-08-18,261.030,-0.303,0.100,0.180,-0.579,-3.315,1.008,1.011
1988-08-19,260.240,-1.253,-0.303,-0.203,0.599,-2.345,1.006,1.006
1988-08-22,256.980,0.043,-1.253,-1.552,-1.374,-1.879,1.023,1.000
1988-08-23,257.090,1.571,0.043,-1.210,-1.411,-2.154,1.022,1.006
1988-08-24,261.130,-0.747,1.571,1.615,0.038,-0.541,1.007,1.022
1988-08-25,259.180,0.193,-0.747,0.813,-0.407,0.189,1.012,1.014
1988-08-26,259.680,1.020,0.193,-0.555,1.051,-0.338,1.009,1.016
1988-08-29,262.330,0.069,1.020,1.215,2.038,0.598,1.004,1.023
1988-08-30,262.510,-0.377,0.069,1.090,0.528,0.567,1.004,1.016
1988-08-31,261.520,-1.212,-0.377,-0.309,0.903,0.492,1.009,1.012
1988-09-01,258.350,2.373,-1.212,-1.585,-0.512,0.533,1.022,1.003
1988-09-02,264.480,0.420,2.373,1.132,0.820,2.874,1.005,1.026
1988-09-06,265.590,0.105,0.420,2.802,1.173,1.708,1.007,1.032
1988-09-07,265.870,0.004,0.105,0.526,1.663,2.581,1.011,1.033
1988-09-08,265.880,0.361,0.004,0.109,2.915,2.388,1.015,1.030
1988-09-09,266.840,-0.139,0.361,0.365,0.892,1.719,1.002,1.010
1988-09-12,266.470,0.360,-0.139,0.222,0.331,1.509,1.002,1.005
1988-09-13,267.430,0.703,0.360,0.221,0.587,2.260,1.001,1.008
1988-09-14,269.310,-0.438,0.703,1.066,1.290,4.242,1.001,1.017
1988-09-15,268.130,0.940,-0.438,0.262,0.483,1.380,1.006,1.009
1988-09-16,270.650,-0.676,0.940,0.498,1.569,1.905,1.002,1.019
1988-09-19,268.820,0.339,-0.676,0.257,0.520,1.110,1.008,1.008
1988-09-20,269.730,0.159,0.339,-0.340,0.156,1.448,1.005,1.008
1988-09-21,270.160,-0.363,0.159,0.498,0.757,1.244,1.004,1.009
1988-09-22,269.180,0.215,-0.363,-0.204,-0.543,1.017,1.007,1.003
1988-09-23,269.760,-0.326,0.215,-0.148,0.350,0.871,1.003,1.004
1988-09-26,268.880,-0.231,-0.326,-0.111,-0.315,-0.160,1.006,1.001
1988-09-27,268.260,0.306,-0.231,-0.556,-0.703,0.048,1.009,1.001
1988-09-28,269.080,1.304,0.306,0.074,-0.037,-0.580,1.003,1.004
1988-09-29,272.590,-0.249,1.304,1.614,1.049,1.402,1.001,1.022
1988-09-30,271.910,-0.195,-0.249,1.052,1.127,0.808,1.006,1.020
1988-10-03,271.380,-0.280,-0.195,-0.444,1.163,0.452,1.010,1.015
1988-10-04,270.620,0.458,-0.280,-0.474,0.572,0.535,1.011,1.007
1988-10-05,271.860,0.195,0.458,0.177,-0.268,0.778,1.004,1.006
1988-10-06,272.390,2.085,0.195,0.654,0.177,1.305,1.002,1.007
1988-10-07,278.070,0.061,2.085,2.284,2.465,3.657,1.000,1.039
1988-10-10,278.240,-0.111,0.061,2.148,2.816,3.404,1.009,1.039
1988-10-11,277.930,-1.421,-0.111,-0.050,2.233,1.959,1.013,1.030
1988-10-12,273.980,0.453,-1.421,-1.531,0.584,0.761,1.026,1.010
1988-10-13,275.220,0.102,0.453,-0.975,-1.025,1.415,1.018,1.007
1988-10-14,275.500,0.330,0.102,0.555,-0.985,1.803,1.014,1.010
1988-10-17,276.410,1.074,0.330,0.432,-0.547,1.674,1.007,1.012
1988-10-18,279.380,-0.863,1.074,1.408,1.971,2.566,1.001,1.025
1988-10-19,276.970,2.134,-0.863,0.203,0.636,-0.396,1.010,1.012
1988-10-20,282.880,0.276,2.134,1.253,2.679,1.668,1.002,1.037
1988-10-21,283.660,-0.486,0.276,2.415,2.623,2.062,1.008,1.036
1988-10-24,282.280,0.035,-0.486,-0.212,1.038,3.029,1.013,1.023
1988-10-25,282.380,-0.354,0.035,-0.451,1.953,2.602,1.014,1.020
1988-10-26,281.380,-1.457,-0.354,-0.319,-0.530,2.134,1.009,1.001
1988-10-27,277.280,0.451,-1.457,-1.806,-2.249,0.315,1.031,1.001
1988-10-28,278.530,0.158,0.451,-1.013,-1.328,-0.304,1.022,1.008
1988-10-31,278.970,0.032,0.158,0.609,-1.208,0.722,1.016,1.011
1988-11-01,279.060,0.000,0.032,0.190,-0.825,-1.350,1.009,1.010
1988-11-02,279.060,0.050,0.000,0.032,0.642,-1.622,1.003,1.007
1988-11-03,279.200,-1.035,0.050,0.050,0.241,-1.091,1.001,1.002
1988-11-04,276.310,-0.861,-1.035,-0.985,-0.954,-2.150,1.016,1.000
1988-11-07,273.930,0.445,-0.861,-1.888,-1.838,-2.648,1.028,1.002
1988-11-08,275.150,-0.661,0.445,-0.420,-1.401,-0.768,1.021,1.010
1988-11-09,273.330,0.132,-0.661,-0.219,-2.102,-1.867,1.023,1.007
1988-11-10,273.690,-2.108,0.132,-0.531,-0.948,-1.893,1.011,1.005
1988-11-11,267.920,-0.075,-2.108,-1.979,-2.194,-3.992,1.037,1.001
1988-11-14,267.720,0.232,-0.075,-2.181,-2.700,-4.064,1.038,1.009
1988-11-15,268.340,-1.684,0.232,0.157,-1.826,-3.890,1.027,1.013
1988-11-16,263.820,0.296,-1.684,-1.457,-3.606,-4.520,1.041,1.007
1988-11-17,264.600,0.707,0.296,-1.394,-1.239,-3.406,1.021,1.007
1988-11-18,266.470,-0.094,0.707,1.004,-0.467,-3.155,1.012,1.014
1988-11-21,266.220,0.372,-0.094,0.612,-0.790,-2.601,1.011,1.013
1988-11-22,267.210,0.670,0.372,0.278,1.285,-2.368,1.004,1.015
1988-11-23,269.000,-0.658,0.670,1.044,1.663,0.403,1.002,1.020
1988-11-25,267.230,0.528,-0.658,0.007,0.285,-0.183,1.007,1.007
1988-11-28,268.640,0.845,0.528,-0.134,0.909,0.112,1.004,1.011
1988-11-29,270.910,1.030,0.845,1.377,1.385,2.687,1.002,1.019
1988-11-30,273.700,-0.442,1.030,1.884,1.747,3.439,1.002,1.031
1988-12-01,272.490,-0.250,-0.442,0.583,1.968,2.259,1.011,1.025
1988-12-02,271.810,1.148,-0.250,-0.691,1.180,2.100,1.011,1.014
1988-12-05,274.930,0.968,1.148,0.895,1.484,2.889,1.002,1.018
1988-12-06,277.590,0.195,0.968,2.126,1.421,3.193,1.002,1.028
1988-12-07,278.130,-0.554,0.195,1.164,2.070,4.079,1.007,1.031
1988-12-08,276.590,0.159,-0.554,-0.360,1.759,2.959,1.014,1.020
1988-12-09,277.030,-0.184,0.159,-0.396,0.764,2.259,1.007,1.009
1988-12-12,276.520,-0.076,-0.184,-0.025,-0.385,1.030,1.007,1.002
1988-12-13,276.310,-0.362,-0.076,-0.260,-0.654,1.402,1.007,1.003
1988-12-14,275.310,-0.374,-0.362,-0.438,-0.463,1.288,1.008,1.000
1988-12-15,274.280,0.733,-0.374,-0.735,-0.993,-0.236,1.013,1.001
1988-12-16,276.290,0.948,0.733,0.356,-0.083,-0.468,1.004,1.008
1988-12-19,278.910,-0.516,0.948,1.688,0.941,0.280,1.001,1.021
1988-12-20,277.470,-0.032,-0.516,0.427,0.785,0.318,1.008,1.016
1988-12-21,277.380,-0.184,-0.032,-0.549,1.130,0.126,1.009,1.013
1988-12-22,276.870,0.361,-0.184,-0.216,0.210,0.127,1.008,1.004
1988-12-23,277.870,-0.374,0.361,0.177,-0.373,0.565,1.004,1.006
1988-12-27,276.830,0.090,-0.374,-0.014,-0.231,0.552,1.004,1.001
1988-12-28,277.080,0.837,0.090,-0.284,-0.108,1.021,1.003,1.002
1988-12-29,279.400,-0.601,0.837,0.928,0.914,1.126,1.001,1.014
1988-12-30,277.720,-0.868,-0.601,0.231,-0.054,-0.427,1.007,1.006
1989-01-03,275.310,1.496,-0.868,-1.464,-0.549,-0.778,1.017,1.003
1989-01-04,279.430,0.208,1.496,0.616,0.848,0.739,1.005,1.017
1989-01-05,280.010,0.236,0.208,1.707,0.218,1.134,1.006,1.018
1989-01-06,280.670,0.110,0.236,0.444,1.062,1.008,1.006,1.021
1989-01-09,280.980,-0.214,0.110,0.346,2.060,1.499,1.009,1.021
1989-01-10,280.380,0.581,-0.214,-0.103,0.340,1.191,1.004,1.004
1989-01-11,282.010,0.411,0.581,0.367,0.714,0.934,1.001,1.009
1989-01-12,283.170,0.247,0.411,0.995,0.891,1.962,1.001,1.014
1989-01-13,283.870,0.095,0.247,0.660,1.029,3.109,1.003,1.016
1989-01-16,284.140,-0.208,0.095,0.343,1.341,1.686,1.005,1.015
1989-01-17,283.550,1.051,-0.208,-0.113,0.546,1.264,1.005,1.006
1989-01-18,286.530,0.133,1.051,0.841,1.187,2.088,1.000,1.016
1989-01-19,286.910,-0.098,0.133,1.185,1.071,2.110,1.003,1.017
1989-01-20,286.630,-0.743,-0.098,0.035,0.876,2.229,1.006,1.014
1989-01-23,284.500,1.402,-0.743,-0.840,0.335,0.883,1.013,1.006
1989-01-24,288.490,0.225,1.402,0.649,0.684,1.879,1.002,1.016
1989-01-25,289.140,0.882,0.225,1.631,0.777,1.856,1.004,1.018
1989-01-26,291.690,0.730,0.882,1.109,1.765,2.657,1.004,1.030
1989-01-27,293.820,0.398,0.730,1.619,3.276,3.622,1.007,1.037
1989-01-30,294.990,0.841,0.398,1.131,2.253,2.953,1.006,1.029
1989-01-31,297.470,-0.128,0.841,1.242,2.881,3.681,1.005,1.034
1989-02-01,297.090,-0.084,-0.128,0.712,1.851,3.649,1.007,1.022
1989-02-02,296.840,0.044,-0.084,-0.212,1.028,4.337,1.007,1.012
1989-02-03,296.970,-0.313,0.044,-0.040,0.671,2.939,1.005,1.007
1989-02-06,296.040,1.213,-0.313,-0.270,-0.481,2.386,1.006,1.000
1989-02-07,299.630,-0.327,1.213,0.896,0.855,2.722,1.000,1.016
1989-02-08,298.650,-0.867,-0.327,0.882,0.610,1.644,1.005,1.012
1989-02-09,296.060,-1.365,-0.867,-1.191,-0.306,0.363,1.014,1.005
1989-02-10,292.020,0.178,-1.365,-2.220,-1.358,-1.832,1.033,1.003
1989-02-13,292.540,-0.250,0.178,-1.189,-2.366,-1.532,1.032,1.010
1989-02-14,291.810,0.833,-0.250,-0.072,-2.290,-1.695,1.027,1.010
1989-02-15,294.240,0.194,0.833,0.581,-0.615,-0.919,1.008,1.014
1989-02-16,294.810,0.661,0.194,1.028,0.955,-0.415,1.002,1.014
1989-02-17,296.760,-0.263,0.661,0.856,1.443,-0.958,1.003,1.021
1989-02-21,295.980,-1.713,-0.263,0.397,1.429,-0.894,1.007,1.016
1989-02-22,290.910,0.392,-1.713,-1.971,-1.132,-1.740,1.026,1.001
1989-02-23,292.050,-1.685,0.392,-1.328,-0.936,0.010,1.022,1.009
1989-02-24,287.130,0.240,-1.685,-1.299,-3.245,-1.849,1.043,1.006
1989-02-27,287.820,0.361,0.240,-1.448,-2.757,-1.367,1.032,1.012
1989-02-28,288.860,-0.606,0.361,0.603,-0.705,-1.828,1.015,1.011
1989-03-01,287.110,0.989,-0.606,-0.247,-1.691,-2.612,1.018,1.008
1989-03-02,289.950,0.424,0.989,0.377,0.982,-2.295,1.001,1.014
1989-03-03,291.180,1.247,0.424,1.418,1.167,-1.622,1.002,1.018
1989-03-06,294.810,-0.319,1.247,1.676,2.060,1.341,1.003,1.034
1989-03-07,293.870,0.071,-0.319,0.924,2.355,0.623,1.010,1.028
1989-03-08,294.080,-0.051,0.071,-0.248,1.424,2.421,1.008,1.017
1989-03-09,293.930,-0.357,-0.051,0.020,0.944,2.123,1.007,1.010
1989-03-10,292.880,0.833,-0.357,-0.408,-0.655,1.392,1.008,1.001
1989-03-13,295.320,-0.061,0.833,0.473,0.493,2.860,1.001,1.010
1989-03-14,295.140,0.518,-0.061,0.772,0.360,1.790,1.003,1.009
1989-03-15,296.670,0.934,0.518,0.457,0.932,1.885,1.002,1.015
1989-03-16,299.440,-2.254,0.934,1.457,2.240,1.571,1.003,1.027
1989-03-17,292.690,-0.946,-2.254,-1.342,-0.891,-0.402,1.026,1.004
1989-03-20,289.920,0.486,-0.946,-3.179,-1.769,-1.415,1.039,1.006
1989-03-21,291.330,-0.288,0.486,-0.465,-1.800,-0.885,1.033,1.015
1989-03-22,290.490,-0.520,-0.288,0.197,-2.989,-0.816,1.032,1.016
1989-03-23,288.980,0.550,-0.520,-0.807,-1.268,-2.147,1.015,1.003
1989-03-27,290.570,0.351,0.550,0.028,0.224,-1.548,1.004,1.006
1989-03-28,291.590,0.261,0.351,0.903,0.089,-1.712,1.003,1.010
1989-03-29,292.350,0.058,0.261,0.613,0.640,-2.368,1.002,1.013
1989-03-30,292.520,0.803,0.058,0.319,1.225,-0.058,1.004,1.014
1989-03-31,294.870,0.515,0.803,0.862,1.480,1.707,1.001,1.018
1989-04-03,296.390,-0.364,0.515,1.323,1.646,1.737,1.003,1.022
1989-04-04,295.310,0.315,-0.364,0.149,1.012,1.659,1.007,1.014
1989-04-05,296.240,-0.321,0.315,-0.051,1.272,2.512,1.005,1.014
1989-04-06,295.290,0.633,-0.321,-0.007,0.142,1.624,1.005,1.003
1989-04-07,297.160,-0.017,0.633,0.311,0.260,1.910,1.001,1.008
1989-04-10,297.110,0.464,-0.017,0.616,0.610,1.628,1.003,1.009
1989-04-11,298.490,0.168,0.464,0.448,0.760,2.041,1.002,1.013
1989-04-12,298.990,-0.866,0.168,0.633,1.253,1.397,1.003,1.014
1989-04-13,296.400,1.673,-0.866,-0.700,-0.256,0.003,1.011,1.002
1989-04-14,301.360,0.119,1.673,0.793,1.430,2.049,1.002,1.021
1989-04-17,301.720,1.425,0.119,1.795,1.082,1.850,1.005,1.021
1989-04-18,306.020,0.369,1.425,1.546,2.351,3.634,1.004,1.039
1989-04-19,307.150,-0.313,0.369,1.800,3.627,3.362,1.010,1.042
1989-04-20,306.190,1.117,-0.313,0.056,1.603,3.056,1.010,1.022
1989-04-21,309.610,-0.297,1.117,0.801,2.615,3.725,1.005,1.029
1989-04-24,308.690,-0.628,-0.297,0.816,0.872,3.244,1.005,1.013
1989-04-25,306.750,0.059,-0.628,-0.924,-0.130,3.492,1.011,1.005
1989-04-26,306.930,0.863,0.059,-0.570,0.242,1.848,1.011,1.006
1989-04-27,309.580,0.019,0.863,0.923,-0.010,2.605,1.004,1.012
1989-04-28,309.640,-0.168,0.019,0.883,0.308,1.183,1.004,1.013
1989-05-01,309.120,-0.323,-0.168,-0.149,0.773,0.641,1.006,1.011
1989-05-02,308.120,0.013,-0.323,-0.491,0.388,0.630,1.008,1.005
1989-05-03,308.160,-0.127,0.013,-0.311,-0.459,-0.468,1.007,1.002
1989-05-04,307.770,-0.052,-0.127,-0.114,-0.604,-0.298,1.007,1.002
1989-05-05,307.610,-0.523,-0.052,-0.178,-0.488,0.280,1.005,1.002
1989-05-08,306.000,-0.265,-0.523,-0.575,-0.688,-0.303,1.010,1.000
1989-05-09,305.190,0.200,-0.265,-0.787,-0.964,-1.418,1.013,1.002
1989-05-10,305.800,0.376,0.200,-0.065,-0.640,-1.240,1.009,1.005
1989-05-11,306.950,2.245,0.376,0.577,-0.215,-0.702,1.004,1.008
1989-05-12,313.840,0.739,2.245,2.629,2.562,1.856,1.000,1.042
1989-05-15,316.160,-0.278,0.739,3.000,3.594,2.596,1.008,1.052
1989-05-16,315.280,0.698,-0.278,0.459,3.100,2.440,1.016,1.041
1989-05-17,317.480,0.154,0.698,0.418,3.431,3.209,1.012,1.036
1989-05-18,317.970,1.028,0.154,0.853,1.316,3.912,1.004,1.015
1989-05-19,321.240,0.230,1.028,1.184,1.607,5.259,1.001,1.025
1989-05-22,321.980,-1.137,0.230,1.261,2.125,5.291,1.006,1.026
1989-05-23,318.320,0.258,-1.137,-0.909,0.265,3.704,1.015,1.008
1989-05-24,319.140,0.009,0.258,-0.882,0.368,1.689,1.012,1.008
1989-05-25,319.170,0.758,0.009,0.267,-0.644,0.952,1.011,1.006
1989-05-26,321.590,-0.790,0.758,0.768,-0.121,2.001,1.004,1.014
1989-05-30,319.050,0.461,-0.790,-0.038,0.229,0.495,1.008,1.006
1989-05-31,320.520,0.452,0.461,-0.333,0.432,0.802,1.004,1.008
1989-06-01,321.970,1.103,0.452,0.915,0.877,0.227,1.003,1.012
1989-06-02,325.520,-1.072,1.103,1.560,1.222,1.099,1.002,1.025
1989-06-05,322.030,0.686,-1.072,0.019,0.934,1.165,1.013,1.014
1989-06-06,324.240,0.836,0.686,-0.393,1.161,1.598,1.007,1.016
1989-06-07,326.950,-0.061,0.836,1.528,1.547,2.438,1.003,1.021
1989-06-08,326.750,-0.018,-0.061,0.774,0.378,1.605,1.006,1.016
1989-06-09,326.690,-0.138,-0.018,-0.080,1.447,2.395,1.008,1.016
1989-06-12,326.240,-0.714,-0.138,-0.156,0.617,1.785,1.006,1.006
1989-06-13,323.910,-0.025,-0.714,-0.851,-0.930,0.603,1.014,1.000
1989-06-14,323.830,-1.158,-0.025,-0.739,-0.894,-0.519,1.013,1.003
1989-06-15,320.080,0.397,-1.158,-1.182,-2.023,-0.606,1.027,1.002
1989-06-16,321.350,0.168,0.397,-0.766,-1.499,-0.891,1.019,1.008
1989-06-19,321.890,-0.199,0.168,0.565,-0.624,-1.548,1.010,1.008
1989-06-20,321.250,-0.240,-0.199,-0.031,-0.797,-1.683,1.009,1.006
1989-06-21,320.480,0.574,-0.240,-0.438,0.125,-1.901,1.006,1.002
1989-06-22,322.320,1.762,0.574,0.333,0.302,-1.202,1.001,1.007
1989-06-23,328.000,-0.427,1.762,2.346,1.898,1.263,1.000,1.033
1989-06-26,326.600,0.563,-0.427,1.328,1.665,0.855,1.010,1.028
1989-06-27,328.440,-0.801,0.563,0.134,2.484,2.612,1.009,1.030
1989-06-28,325.810,-1.881,-0.801,-0.242,1.083,1.388,1.015,1.012
1989-06-29,319.680,-0.532,-1.881,-2.667,-2.537,-0.687,1.039,1.001
1989-06-30,317.980,0.393,-0.532,-2.403,-2.639,-1.018,1.044,1.008
1989-07-03,319.230,0.442,0.393,-0.141,-2.804,-0.390,1.035,1.017
1989-07-05,320.640,0.284,0.442,0.837,-1.587,-0.521,1.017,1.017
1989-07-06,321.550,1.045,0.284,0.727,0.585,-1.966,1.002,1.013
1989-07-07,324.910,0.665,1.045,1.332,2.179,-0.517,1.002,1.028
1989-07-10,327.070,0.523,0.665,1.717,2.456,-0.417,1.004,1.032
1989-07-11,328.780,0.313,0.523,1.191,2.539,0.912,1.006,1.033
1989-07-12,329.810,0.042,0.313,0.838,2.569,3.169,1.008,1.029
1989-07-13,329.950,0.573,0.042,0.356,1.551,3.764,1.006,1.017
1989-07-14,331.840,0.181,0.573,0.616,1.458,3.950,1.002,1.017
1989-07-17,332.440,-0.328,0.181,0.755,1.113,3.680,1.003,1.014
1989-07-18,331.350,1.322,-0.328,-0.148,0.467,3.048,1.005,1.007
1989-07-19,335.730,-0.661,1.322,0.990,1.752,3.330,1.001,1.022
1989-07-20,333.510,0.717,-0.661,0.652,0.503,1.969,1.008,1.011
1989-07-21,335.900,-0.664,0.717,0.051,1.041,2.166,1.004,1.017
1989-07-24,333.670,0.063,-0.664,0.048,0.700,1.170,1.011,1.009
1989-07-25,333.880,1.249,0.063,-0.601,-0.551,1.191,1.008,1.004
1989-07-26,338.050,1.166,1.249,1.313,1.361,1.871,1.001,1.020
1989-07-27,341.990,0.047,1.166,2.429,1.813,2.873,1.003,1.035
1989-07-28,342.150,1.149,0.047,1.213,2.541,3.259,1.009,1.035
1989-07-31,346.080,-0.673,1.149,1.196,3.654,3.083,1.008,1.042
1989-08-01,343.750,0.172,-0.673,0.468,1.686,3.070,1.011,1.020
1989-08-02,344.340,0.116,0.172,-0.503,0.687,2.513,1.007,1.011
1989-08-03,344.740,-0.238,0.116,0.288,0.757,3.318,1.006,1.009
1989-08-04,343.920,1.596,-0.238,-0.122,-0.624,3.007,1.007,1.003
1989-08-07,349.410,-0.017,1.596,1.355,1.647,3.360,1.000,1.025
1989-08-08,349.350,-0.690,-0.017,1.579,1.455,2.152,1.006,1.023
1989-08-09,346.940,0.378,-0.690,-0.707,0.638,1.400,1.013,1.013
1989-08-10,348.250,-1.008,0.378,-0.315,1.259,0.627,1.010,1.014
1989-08-11,344.740,-0.487,-1.008,-0.634,-1.337,0.288,1.019,1.001
1989-08-14,343.060,0.481,-0.487,-1.490,-1.800,-0.372,1.023,1.003
1989-08-15,344.710,0.276,0.481,-0.009,-0.643,-0.009,1.013,1.008
1989-08-16,345.660,-0.350,0.276,0.758,-0.744,0.506,1.009,1.011
1989-08-17,344.450,0.459,-0.350,-0.075,-0.084,-1.420,1.005,1.005
1989-08-18,346.030,-1.549,0.459,0.107,0.866,-0.950,1.002,1.010
1989-08-21,340.670,0.153,-1.549,-1.097,-1.172,-1.807,1.022,1.001
1989-08-22,341.190,1.029,0.153,-1.399,-1.293,-2.027,1.020,1.006
1989-08-23,344.700,1.979,1.029,1.183,0.073,-0.012,1.008,1.016
1989-08-24,351.520,-0.284,1.979,3.028,1.587,2.466,1.003,1.043
1989-08-25,350.520,0.448,-0.284,1.688,2.891,1.685,1.012,1.041
1989-08-28,352.090,-0.639,0.448,0.162,3.195,1.860,1.013,1.037
1989-08-29,349.840,0.232,-0.639,-0.194,1.491,1.565,1.015,1.016
1989-08-30,350.650,0.228,0.232,-0.409,-0.247,1.335,1.005,1.004
1989-08-31,351.450,0.649,0.228,0.460,0.265,3.164,1.003,1.006
1989-09-01,353.730,-0.331,0.649,0.878,0.466,3.675,1.001,1.014
1989-09-05,352.560,-0.942,-0.331,0.316,0.777,2.280,1.005,1.011
1989-09-06,349.240,-0.255,-0.942,-1.269,-0.402,-0.649,1.015,1.002
1989-09-07,348.350,0.118,-0.255,-1.194,-0.882,-0.619,1.019,1.004
